user_id,user_active_degree,is_lowactive_period,is_live_streamer,is_video_author,follow_user_num,follow_user_num_range,fans_user_num,fans_user_num_range,friend_user_num,friend_user_num_range,register_days,register_days_range,onehot_feat0,onehot_feat1,onehot_feat2,onehot_feat3,onehot_feat4,onehot_feat5,onehot_feat6,onehot_feat7,onehot_feat8,onehot_feat9,onehot_feat10,onehot_feat11,onehot_feat12,onehot_feat13,onehot_feat14,onehot_feat15,onehot_feat16,onehot_feat17
1352,full_active,0,0,0,30,"(10,50]",0,0,0,0,158,91-180,0,1,25,1041,0,0,0,2,51,2,3,0,0,0,0,0,0,0
1353,full_active,0,0,0,58,"(50,100]",1,"[1,10)",0,0,312,181-365,1,1,25,981,1,0,1,7,56,5,3,0,0,0,0,0,0,0
1354,full_active,0,0,0,8,"(0,10]",0,0,0,0,969,730+,0,2,8,338,5,0,1,19,256,4,2,0,1,1,0,0,0,0
1355,full_active,0,0,0,5,"(0,10]",0,0,0,0,1038,730+,0,3,1,453,2,0,1,4,98,6,3,2,0,0,0,0,0,0
1356,full_active,0,0,1,431,500+,6,"[1,10)",3,"[1,5)",265,181-365,1,6,24,928,1,0,0,12,248,3,4,0,1,1,0,0,0,0
1357,high_active,0,0,1,24,"(10,50]",3,"[1,10)",2,"[1,5)",155,91-180,0,1,25,1042,0,0,1,7,56,5,2,0,0,0,0,0,0,0
1358,full_active,0,0,0,26,"(10,50]",0,0,0,0,57,31-60,0,4,8,129,1,0,1,3,297,4,3,0,0,0,0,0,0,0
1359,full_active,0,0,1,758,500+,6,"[1,10)",1,"[1,5)",258,181-365,0,6,24,821,0,0,1,3,297,4,0,0,0,0,0,0,0,0
1360,full_active,0,0,0,19,"(10,50]",1,"[1,10)",0,0,90,61-90,1,1,13,541,0,0,1,6,186,6,2,0,0,0,0,0,0,0
1361,full_active,0,0,0,53,"(10,50]",4,"[1,10)",0,0,102,91-180,1,4,24,878,1,0,0,11,78,6,3,0,0,0,0,0,0,0
1362,full_active,0,0,0,21,"(10,50]",7,"[1,10)",5,"[5,30)",314,181-365,1,3,13,535,0,0,0,11,242,5,3,0,0,0,0,0,0,0
1363,full_active,0,0,0,6,"(0,10]",0,0,0,0,90,61-90,0,1,25,983,2,0,1,4,217,6,4,0,0,0,0,0,0,0
1364,full_active,0,0,0,77,"(50,100]",4,"[1,10)",2,"[1,5)",148,91-180,0,6,17,660,1,0,0,12,327,1,4,0,1,0,1,0,0,0
1365,full_active,0,0,1,1444,500+,3,"[1,10)",1,"[1,5)",784,730+,0,6,25,1039,1,0,1,16,112,6,4,0,1,0,1,0,0,0
1366,full_active,0,0,0,9,"(0,10]",0,0,0,0,53,31-60,0,1,24,930,1,0,1,4,61,5,2,0,0,0,0,0,0,0
1367,full_active,0,0,0,96,"(50,100]",20,"[10,100)",20,"[5,30)",308,181-365,1,3,17,616,1,0,1,19,307,6,2,0,1,0,0,0,0,0
1368,high_active,0,0,0,9,"(0,10]",0,0,0,0,378,181-365,1,2,25,1035,1,0,1,4,57,6,3,0,1,0,0,0,0,0
1369,full_active,0,0,0,6,"(0,10]",1,"[1,10)",0,0,475,366-730,0,1,17,660,1,0,1,20,330,3,2,0,0,0,0,0,0,0
1370,full_active,0,0,0,24,"(10,50]",0,0,0,0,158,91-180,0,2,8,337,1,0,1,20,278,6,2,0,0,0,0,0,0,0
1371,full_active,0,0,0,37,"(10,50]",0,0,0,0,152,91-180,1,3,24,836,1,0,1,19,238,6,4,0,0,0,1,0,0,0
1372,high_active,0,0,0,9,"(0,10]",0,0,0,0,145,91-180,1,1,23,476,,0,0,34,321,4,2,0,0,0,0,0,0,0
1373,full_active,0,0,0,13,"(10,50]",0,0,0,0,19,31-60,1,1,25,1010,0,0,0,44,243,1,0,0,0,0,1,0,0,0
1374,high_active,0,0,0,33,"(10,50]",8,"[1,10)",1,"[1,5)",482,366-730,0,2,23,243,,0,1,3,297,4,2,0,0,0,0,0,0,0
1375,full_active,0,0,0,5,"(0,10]",1,"[1,10)",0,0,99,61-90,0,1,13,530,0,0,1,6,213,6,2,0,0,0,0,0,0,0
1376,full_active,0,0,0,219,"(150,250]",2,"[1,10)",0,0,708,366-730,1,4,25,1010,0,0,1,6,144,6,2,0,0,0,0,0,0,0
1377,high_active,0,0,0,112,"(100,150]",0,0,0,0,284,181-365,1,6,10,468,0,0,0,36,157,3,3,0,0,0,0,0,0,0
1378,full_active,0,0,1,1629,500+,12,"[10,100)",7,"[5,30)",151,91-180,1,6,24,890,2,0,0,34,261,3,2,0,0,0,0,0,0,0
1379,full_active,0,0,0,181,"(150,250]",1,"[1,10)",0,0,570,366-730,0,3,8,366,1,0,1,45,246,3,2,0,0,0,0,0,0,0
1380,high_active,0,0,0,0,0,0,0,0,0,47,31-60,1,1,23,586,,0,1,4,61,5,2,0,1,1,1,0,0,0
1381,full_active,0,0,0,358,"(250,500]",1,"[1,10)",0,0,186,91-180,0,5,8,302,1,0,0,25,239,3,2,0,0,0,0,0,0,0
1382,full_active,0,0,0,266,"(250,500]",12,"[10,100)",0,0,270,181-365,1,6,8,339,1,0,0,33,75,6,4,0,0,0,0,0,0,0
1383,full_active,0,0,0,46,"(10,50]",2,"[1,10)",1,"[1,5)",344,181-365,0,1,25,981,1,0,1,3,297,4,2,0,0,0,0,0,0,0
1384,full_active,0,0,0,21,"(10,50]",0,0,0,0,191,91-180,1,2,0,12,1,0,1,7,56,5,0,0,1,0,0,0,1,0
1385,full_active,0,0,0,36,"(10,50]",9,"[1,10)",9,"[5,30)",294,181-365,1,2,8,227,1,0,1,20,58,5,2,0,0,0,0,0,0,0
1386,full_active,0,0,0,99,"(100,150]",3,"[1,10)",0,0,361,181-365,0,1,25,1047,1,0,0,11,290,6,3,0,1,0,0,0,0,0
1387,full_active,0,0,0,13,"(10,50]",1,"[1,10)",1,"[1,5)",133,91-180,0,1,8,198,0,0,1,15,179,4,2,0,0,0,0,0,0,0
1388,full_active,0,0,0,123,"(100,150]",0,0,0,0,130,91-180,0,6,8,333,1,0,0,21,127,3,2,0,0,0,0,0,0,0
1389,full_active,0,0,0,54,"(50,100]",1,"[1,10)",0,0,193,181-365,0,4,17,647,2,0,1,37,139,4,2,0,1,0,0,0,0,0
1390,full_active,0,0,0,14,"(10,50]",1,"[1,10)",0,0,69,31-60,0,1,24,880,2,0,0,21,280,1,0,0,0,0,1,0,0,0
1391,full_active,0,0,0,8,"(0,10]",0,0,0,0,120,91-180,1,2,25,998,0,0,1,19,256,4,4,0,0,0,0,0,0,0
1392,full_active,0,0,0,85,"(50,100]",0,0,0,0,31,31-60,0,6,17,620,1,0,0,21,84,1,3,0,1,0,1,0,0,0
1393,full_active,0,0,0,8,"(0,10]",1,"[1,10)",0,0,154,91-180,1,1,8,245,1,0,1,19,205,6,3,0,0,1,0,0,0,0
1394,full_active,0,0,0,98,"(50,100]",18,"[10,100)",14,"[5,30)",1214,730+,1,4,17,661,1,0,0,40,92,4,0,0,0,0,0,0,0,1
1395,full_active,0,0,0,20,"(10,50]",0,0,0,0,346,181-365,1,4,8,209,1,0,1,3,297,4,2,0,0,0,0,0,0,0
1396,high_active,0,0,0,4,"(0,10]",0,0,0,0,242,181-365,1,1,8,347,0,0,1,45,146,1,0,0,1,0,0,0,0,0
1397,high_active,0,0,0,14,"(10,50]",0,0,0,0,141,91-180,0,3,1,452,1,0,1,46,166,4,0,2,0,0,0,0,0,0
1398,full_active,0,0,0,290,"(150,250]",1,"[1,10)",1,"[1,5)",83,61-90,0,1,17,642,2,0,1,4,217,6,4,0,1,0,0,0,0,0
1399,full_active,0,0,0,16,"(10,50]",11,"[10,100)",8,"[5,30)",1316,730+,1,6,8,162,1,0,0,18,71,1,2,0,0,0,1,0,0,0
1400,full_active,0,0,0,44,"(10,50]",6,"[1,10)",3,"[1,5)",186,91-180,0,5,25,1023,0,0,0,25,311,1,3,0,0,0,0,0,0,0
1401,full_active,0,0,1,304,"(250,500]",3,"[1,10)",2,"[1,5)",286,181-365,0,1,8,158,0,0,1,19,151,5,2,0,0,0,0,0,0,0
1402,full_active,0,0,0,1545,500+,5,"[1,10)",4,"[1,5)",338,181-365,1,6,17,680,1,0,1,15,179,4,2,0,1,0,0,0,0,0
1403,full_active,0,0,0,6,"(50,100]",2,"[1,10)",2,"[1,5)",336,181-365,1,3,25,965,0,0,1,6,186,6,2,0,0,0,0,0,0,0
1404,full_active,0,0,0,56,"(10,50]",0,0,0,0,137,91-180,1,4,24,822,1,0,0,2,51,2,2,0,0,0,0,0,0,0
1405,full_active,0,0,0,11,"(10,50]",1,"[1,10)",1,"[1,5)",79,61-90,0,1,8,139,1,0,1,8,103,3,2,0,0,0,0,0,0,0
1406,full_active,0,0,0,1098,500+,0,0,0,0,174,91-180,1,1,1,454,2,0,1,19,54,4,0,2,0,0,0,0,0,0
1407,full_active,0,0,0,94,"(100,150]",11,"[10,100)",6,"[5,30)",566,366-730,1,5,17,612,1,0,0,30,200,1,3,0,0,0,0,0,0,0
1408,full_active,0,0,0,126,"(100,150]",0,0,0,0,318,181-365,0,3,8,301,1,0,1,19,307,6,2,0,0,0,0,0,0,0
1409,full_active,0,0,0,96,"(50,100]",5,"[1,10)",0,0,326,181-365,0,1,24,872,0,0,0,18,50,6,2,0,0,0,0,0,0,0
1410,high_active,0,0,0,9,"(10,50]",1,"[1,10)",0,0,214,181-365,0,3,8,139,1,0,1,37,28,3,2,0,1,0,0,0,0,0
1411,full_active,0,0,0,1515,500+,1,"[1,10)",0,0,175,91-180,1,6,24,910,1,0,1,16,171,6,3,0,1,0,0,0,0,0
1412,full_active,0,0,0,80,"(50,100]",3,"[1,10)",3,"[1,5)",111,61-90,0,1,8,176,0,0,1,6,323,3,2,0,0,0,0,0,0,0
1413,full_active,0,0,0,54,"(50,100]",2,"[1,10)",0,0,433,366-730,1,5,21,775,0,0,0,2,51,2,3,0,0,0,0,0,0,0
1414,full_active,0,0,0,29,"(10,50]",0,0,0,0,62,31-60,1,3,8,187,2,0,1,6,123,2,2,0,1,0,0,0,0,0
1415,full_active,0,0,0,16,"(10,50]",0,0,0,0,332,181-365,1,1,8,218,1,0,1,46,166,4,2,0,0,0,0,0,0,0
1416,full_active,0,0,0,1,"(0,10]",5,"[1,10)",0,0,351,181-365,0,2,25,972,1,0,1,6,14,4,4,0,0,0,0,0,0,0
1417,full_active,0,0,0,45,"(50,100]",3,"[1,10)",2,"[1,5)",210,181-365,0,6,8,308,1,0,0,25,188,4,0,0,0,0,0,0,0,0
1418,full_active,0,0,0,53,"(10,50]",1,"[1,10)",0,0,142,91-180,0,1,24,869,3,0,1,19,117,5,2,0,1,0,0,0,0,0
1419,high_active,0,0,1,25,"(10,50]",4,"[1,10)",2,"[1,5)",45,31-60,0,1,8,368,1,0,0,11,141,3,3,0,0,0,0,0,0,0
1420,full_active,0,0,1,63,"(50,100]",3,"[1,10)",1,"[1,5)",205,91-180,1,6,17,632,2,0,0,34,15,3,2,0,1,0,0,0,0,0
1421,full_active,0,1,1,543,500+,243,"[100,1k)",56,"[30,60)",1528,730+,1,4,24,937,1,0,0,12,77,5,3,0,0,1,0,0,0,0
1422,full_active,0,0,0,776,500+,2,"[1,10)",1,"[1,5)",248,181-365,1,6,8,308,1,0,1,6,17,5,4,0,1,0,0,0,0,0
1423,full_active,0,0,0,101,"(100,150]",0,0,0,0,233,181-365,0,4,8,376,0,0,1,4,217,6,3,0,1,0,0,0,0,0
1424,full_active,0,0,0,212,"(150,250]",1,"[1,10)",0,0,321,181-365,1,3,8,202,1,0,1,3,297,4,3,0,1,0,0,0,0,0
1425,full_active,0,0,0,6,"(0,10]",1,"[1,10)",1,"[1,5)",71,31-60,1,2,1,455,3,0,1,6,35,5,0,2,0,1,0,0,0,0
1426,full_active,0,0,0,485,"(250,500]",4,"[1,10)",0,0,264,181-365,1,1,25,1028,0,0,1,3,297,4,2,0,0,0,0,0,0,0
1427,high_active,0,0,0,439,"(250,500]",0,0,0,0,132,91-180,0,1,1,446,1,0,1,19,54,4,0,2,0,0,0,0,0,0
1428,full_active,0,0,0,10,"(0,10]",0,0,0,0,63,31-60,0,3,1,451,2,0,1,19,140,5,0,2,0,0,0,0,0,0
1429,full_active,0,0,1,724,500+,28,"[10,100)",14,"[5,30)",138,91-180,1,6,17,689,1,0,1,15,53,3,3,0,0,0,0,0,0,0
1430,full_active,0,0,0,9,"(0,10]",2,"[1,10)",0,0,144,91-180,0,1,8,196,0,0,0,40,92,4,2,0,0,0,0,0,0,0
1431,full_active,0,0,0,1,"(0,10]",0,0,0,0,1808,730+,0,1,17,625,1,0,1,19,117,5,2,0,0,0,0,0,0,0
1432,full_active,0,0,0,30,"(10,50]",4,"[1,10)",0,0,211,181-365,0,3,21,725,1,0,1,10,8,6,2,0,0,0,0,0,0,0
1433,high_active,0,0,0,187,"(150,250]",13,"[10,100)",2,"[1,5)",244,181-365,0,6,1,429,6,0,0,12,338,3,2,1,0,1,1,0,0,0
1434,full_active,0,0,0,12,"(10,50]",5,"[1,10)",0,0,274,181-365,0,1,1,454,2,0,0,13,120,3,2,2,1,0,0,0,0,0
1435,full_active,0,0,0,494,"(250,500]",4,"[1,10)",2,"[1,5)",316,181-365,0,1,24,935,1,0,1,37,253,1,0,0,1,0,0,0,0,0
1436,full_active,0,0,0,463,"(250,500]",9,"[1,10)",0,0,313,181-365,1,5,8,376,0,0,1,37,139,4,2,0,0,0,0,0,0,0
1437,full_active,0,0,0,54,"(50,100]",12,"[10,100)",1,"[1,5)",255,181-365,1,2,25,1042,0,0,0,12,77,5,4,0,0,0,0,0,0,0
1438,full_active,0,0,0,1,"(0,10]",0,0,0,0,69,31-60,0,1,17,637,2,0,0,21,233,1,2,0,0,0,0,0,0,0
1439,full_active,0,0,0,247,"(150,250]",3,"[1,10)",0,0,235,181-365,0,1,24,836,1,0,1,35,11,2,2,0,1,1,1,0,0,0
1440,full_active,0,0,0,1421,500+,3,"[1,10)",1,"[1,5)",314,181-365,1,1,25,1028,0,0,1,19,151,5,4,0,0,0,0,0,0,0
1441,high_active,0,0,0,4,"(0,10]",0,0,0,0,127,91-180,1,1,8,150,0,0,1,0,100,6,4,0,0,0,1,0,0,0
1442,full_active,0,0,0,623,500+,4,"[1,10)",3,"[1,5)",153,91-180,0,5,8,308,1,0,1,6,123,2,2,0,0,0,0,0,0,0
1443,full_active,0,0,0,10,"(0,10]",5,"[1,10)",0,0,534,366-730,1,1,17,666,1,0,1,15,179,4,2,0,0,0,0,0,0,0
1444,full_active,0,0,0,455,"(250,500]",5,"[1,10)",0,0,330,181-365,1,2,24,871,1,0,1,7,56,5,3,0,0,0,0,0,0,0
1445,high_active,0,0,0,5,"(0,10]",0,0,0,0,65,61-90,1,1,13,549,0,0,0,33,177,3,3,0,1,0,0,0,0,0
1446,full_active,0,0,0,12,"(10,50]",0,0,0,0,173,91-180,0,4,1,451,3,0,0,2,51,2,3,2,1,0,0,0,0,0
1447,full_active,0,0,0,229,"(150,250]",8,"[1,10)",1,"[1,5)",337,181-365,0,6,25,987,1,0,1,16,112,6,2,0,1,0,1,0,0,0
1448,full_active,0,0,0,34,"(10,50]",3,"[1,10)",0,0,342,181-365,0,6,8,247,1,0,1,19,256,4,2,0,1,0,0,0,0,0
1449,full_active,0,0,0,98,"(100,150]",0,0,0,0,291,181-365,1,1,8,350,0,0,1,0,64,5,2,0,0,0,0,0,0,0
1450,full_active,0,0,0,8,"(0,10]",1,"[1,10)",0,0,109,91-180,0,1,24,909,1,0,1,20,263,1,0,0,0,0,0,0,0,0
1451,full_active,0,0,0,33,"(10,50]",0,0,0,0,353,181-365,0,3,26,1071,1,0,0,2,51,2,0,0,1,0,0,0,0,0
1452,high_active,0,0,0,5,"(0,10]",0,0,0,0,195,91-180,1,4,25,969,4,0,1,6,206,2,2,0,1,0,1,0,0,0
1453,full_active,0,0,0,59,"(50,100]",10,"[10,100)",9,"[5,30)",103,61-90,0,3,24,919,1,0,0,25,322,6,2,0,0,0,0,0,0,0
1454,UNKNOWN,0,0,0,1,"(0,10]",0,0,0,0,48,31-60,0,1,1,450,1,0,0,13,148,6,0,2,0,1,0,0,0,0
1455,full_active,0,0,0,54,"(100,150]",0,0,0,0,230,181-365,1,1,8,152,1,0,0,13,60,6,3,0,0,0,0,0,0,0
1456,full_active,0,0,0,17,"(10,50]",0,0,0,0,180,91-180,1,4,17,694,2,0,1,6,184,6,3,0,0,0,0,0,0,0
1457,full_active,0,0,0,14,"(10,50]",0,0,0,0,95,61-90,0,1,8,264,1,0,1,35,11,2,2,0,0,0,0,0,0,0
1458,full_active,0,0,0,2,"(0,10]",0,0,0,0,13,31-60,0,1,15,105,0,0,1,6,184,6,2,0,1,0,0,0,0,0
1459,full_active,0,0,0,10,"(0,10]",0,0,0,0,61,31-60,0,1,8,123,2,0,1,16,268,6,2,0,0,0,0,0,0,0
1460,full_active,0,0,1,287,"(250,500]",5,"[1,10)",2,"[1,5)",109,91-180,0,3,17,679,1,0,1,16,237,3,3,0,0,0,0,0,0,0
1461,high_active,0,0,0,5,"(0,10]",2,"[1,10)",0,0,85,91-180,0,2,25,957,0,0,0,25,143,1,2,0,0,0,0,0,0,0
1462,full_active,0,0,0,36,"(50,100]",0,0,0,0,68,31-60,0,1,8,340,1,0,1,14,324,2,2,0,1,0,0,0,0,0
1463,full_active,0,0,0,157,"(100,150]",3,"[1,10)",1,"[1,5)",97,91-180,0,6,24,815,1,0,0,21,66,6,2,0,1,1,0,0,0,0
1464,full_active,0,0,0,59,"(50,100]",5,"[1,10)",1,"[1,5)",409,366-730,0,4,24,936,1,0,1,19,238,6,2,0,1,1,1,0,0,0
1465,full_active,0,0,0,10,"(0,10]",1,"[1,10)",1,"[1,5)",197,181-365,0,1,25,1030,0,0,0,11,125,6,4,0,1,0,0,0,0,0
1466,full_active,0,0,0,573,500+,27,"[10,100)",18,"[5,30)",583,366-730,1,4,24,822,1,0,0,12,77,5,3,0,0,0,0,0,0,0
1467,full_active,0,0,0,31,"(10,50]",1,"[1,10)",1,"[1,5)",46,31-60,1,6,24,843,1,0,0,13,223,1,2,0,0,0,0,0,0,0
1468,full_active,0,0,0,24,"(10,50]",2,"[1,10)",2,"[1,5)",182,91-180,1,1,24,841,1,0,1,7,300,1,2,0,1,0,0,0,0,0
1469,full_active,0,0,1,120,"(100,150]",11,"[10,100)",2,"[1,5)",269,181-365,0,6,25,995,3,0,0,34,321,4,2,0,1,0,0,0,0,0
1470,full_active,0,0,0,10,"(0,10]",1,"[1,10)",0,0,17,31-60,1,1,25,995,3,0,1,6,184,6,2,0,0,0,0,0,0,0
1471,full_active,0,0,0,27,"(10,50]",0,0,0,0,216,181-365,1,5,17,659,1,0,0,5,299,1,3,0,0,0,0,0,0,0
1472,high_active,0,0,0,3,"(0,10]",0,0,0,0,57,31-60,0,1,8,389,0,0,0,13,79,6,4,0,0,0,0,0,0,0
1473,high_active,0,1,1,64,"(50,100]",4,"[1,10)",2,"[1,5)",483,366-730,0,4,1,452,1,0,0,11,125,6,3,2,0,0,0,0,0,0
1474,full_active,0,0,0,10,"(0,10]",1,"[1,10)",0,0,217,181-365,0,1,8,315,1,0,1,15,53,3,3,0,1,0,0,0,0,0
1475,full_active,0,0,1,48,"(50,100]",0,0,0,0,121,91-180,0,3,24,840,0,0,1,19,256,4,2,0,1,0,0,0,0,0
1476,high_active,0,0,0,56,"(50,100]",1,"[1,10)",0,0,155,91-180,0,1,1,446,1,0,1,20,58,5,0,2,0,0,0,0,0,0
1477,full_active,0,0,0,5,"(0,10]",0,0,0,0,174,181-365,0,1,8,156,0,0,1,16,118,3,3,0,1,0,0,0,0,0
1478,high_active,0,0,0,2,"(0,10]",9,"[1,10)",0,0,117,91-180,0,4,24,886,1,0,0,40,92,4,2,0,1,0,0,0,0,0
1479,full_active,0,0,0,11,"(10,50]",6,"[1,10)",0,0,305,181-365,0,1,17,614,1,0,0,11,78,6,3,0,0,0,0,0,0,0
1480,full_active,0,0,1,33,"(10,50]",7,"[1,10)",0,0,1353,730+,1,2,8,165,1,0,1,6,123,2,2,0,1,0,1,0,0,0
1481,high_active,0,0,0,3,"(0,10]",3,"[1,10)",0,0,93,61-90,1,4,0,3,0,0,0,11,38,6,2,0,0,0,0,0,0,0
1482,full_active,0,0,0,1,"(0,10]",0,0,0,0,91,61-90,0,1,21,725,1,0,1,10,8,6,2,0,0,0,0,0,0,0
1483,full_active,0,0,1,1676,500+,60,"[10,100)",31,"[30,60)",124,91-180,0,3,1,453,2,0,1,6,123,2,4,2,1,0,0,0,0,0
1484,full_active,0,0,0,126,"(100,150]",4,"[1,10)",1,"[1,5)",335,181-365,0,3,25,1048,1,0,1,37,122,1,0,0,0,0,0,0,0,0
1485,full_active,0,0,0,3,"(0,10]",0,0,0,0,341,181-365,0,2,21,734,0,0,1,7,172,6,2,0,1,1,0,0,0,0
1486,full_active,0,0,0,155,"(150,250]",4,"[1,10)",3,"[5,30)",258,181-365,0,3,17,611,1,0,1,16,211,6,3,0,0,0,0,0,0,0
1487,full_active,0,0,1,129,"(100,150]",5,"[1,10)",3,"[1,5)",662,366-730,1,4,8,308,1,0,1,6,186,6,2,0,0,0,0,0,0,0
1488,full_active,0,0,0,17,"(10,50]",3,"[1,10)",0,0,291,181-365,0,2,21,751,3,0,0,11,129,3,0,0,1,1,0,0,0,0
1489,full_active,0,0,0,148,"(100,150]",6,"[1,10)",2,"[1,5)",322,181-365,0,6,7,93,2,0,0,34,198,6,3,0,0,0,0,0,0,0
1490,UNKNOWN,0,0,0,3,"(0,10]",1,"[1,10)",0,0,56,31-60,0,2,8,26,4,0,1,0,204,3,2,0,0,0,0,0,0,0
1491,full_active,0,0,0,10,"(0,10]",0,0,0,0,78,31-60,0,1,25,1001,2,0,0,34,218,6,0,0,0,0,0,0,0,0
1492,high_active,0,0,1,35,"(10,50]",9,"[1,10)",1,"[1,5)",955,730+,0,3,1,452,1,0,0,25,143,1,0,2,1,1,0,0,0,0
1493,UNKNOWN,0,0,0,8,"(0,10]",0,0,0,0,221,181-365,0,1,10,507,0,0,1,6,30,1,3,0,0,0,0,0,0,0
1494,full_active,0,0,1,56,"(50,100]",1,"[1,10)",0,0,279,181-365,1,2,24,856,4,0,1,19,205,6,3,0,0,0,0,0,0,0
1495,full_active,0,0,0,585,"(250,500]",0,0,0,0,213,181-365,1,6,8,202,1,0,1,16,118,3,4,0,0,0,0,0,0,0
1496,full_active,0,0,0,11,"(10,50]",0,0,0,0,145,91-180,0,4,17,659,1,0,0,34,133,3,3,0,1,0,0,0,0,0
1497,full_active,0,0,0,8,"(0,10]",2,"[1,10)",0,0,140,91-180,0,1,8,280,0,0,1,4,57,6,2,0,0,0,0,0,0,0
1498,full_active,0,0,1,277,"(250,500]",251,"[100,1k)",5,"[5,30)",1197,730+,0,3,17,666,1,0,1,19,284,6,3,0,0,0,0,0,0,0
1499,full_active,0,0,1,844,500+,3,"[1,10)",0,0,1492,730+,1,6,17,604,0,0,1,3,297,4,3,0,0,0,0,0,0,0
1500,full_active,0,0,1,54,"(50,100]",10,"[10,100)",4,"[1,5)",163,91-180,0,4,8,414,1,0,0,2,51,2,2,0,0,0,0,0,0,0
1501,full_active,0,0,0,265,"(250,500]",0,0,0,0,127,91-180,0,5,8,340,0,0,0,25,90,5,2,0,0,0,0,0,0,0
1502,full_active,0,0,1,16,"(10,50]",8,"[1,10)",1,"[1,5)",358,181-365,0,1,8,333,1,0,0,25,311,1,3,0,0,0,0,0,0,0
1503,full_active,0,0,0,25,"(10,50]",2,"[1,10)",1,"[1,5)",1843,730+,1,4,24,836,1,0,1,19,238,6,0,0,0,0,0,0,0,0
1504,full_active,0,0,0,408,"(250,500]",5,"[1,10)",1,"[1,5)",257,181-365,0,1,8,299,4,0,0,25,23,3,2,0,1,0,0,0,0,0
1505,high_active,0,0,0,65,"(50,100]",5,"[1,10)",1,"[1,5)",294,181-365,1,4,17,624,1,0,0,2,51,2,2,0,1,0,0,0,0,0
1506,full_active,0,0,1,285,"(250,500]",3,"[1,10)",1,"[1,5)",321,181-365,0,6,17,614,1,0,1,3,297,4,4,0,0,0,0,0,0,0
1507,full_active,0,0,1,325,"(250,500]",2,"[1,10)",0,0,123,91-180,1,6,21,747,2,0,1,46,254,6,2,0,,,,,,
1508,full_active,0,0,0,1,"(0,10]",0,0,0,0,33,31-60,0,1,24,877,1,0,1,15,179,4,2,0,0,0,0,0,0,0
1509,full_active,0,0,0,39,"(10,50]",3,"[1,10)",1,"[1,5)",334,181-365,1,3,8,304,0,0,1,20,278,6,4,0,0,0,0,0,0,0
1510,full_active,0,0,0,62,"(50,100]",1,"[1,10)",1,"[1,5)",92,61-90,0,1,24,909,1,0,1,15,106,6,3,0,0,0,0,0,0,0
1511,full_active,0,0,1,452,"(250,500]",11,"[10,100)",7,"[5,30)",334,181-365,0,5,8,211,3,0,1,37,105,3,4,0,0,0,0,0,0,0
1512,full_active,0,0,0,2,"(0,10]",0,0,0,0,37,31-60,0,1,1,452,1,0,1,37,240,3,0,2,0,0,0,0,0,0
1513,full_active,0,0,1,822,500+,4,"[1,10)",1,"[1,5)",269,181-365,0,1,25,1027,0,0,1,0,44,3,0,0,0,1,0,0,0,0
1514,full_active,0,0,0,6,"(0,10]",0,0,0,0,64,31-60,0,2,17,695,2,0,1,16,171,6,3,0,0,0,0,0,0,0
1515,full_active,0,0,0,21,"(10,50]",4,"[1,10)",1,"[1,5)",72,31-60,1,5,8,246,2,0,0,21,308,5,4,0,0,0,1,0,0,0
1516,full_active,0,0,0,46,"(10,50]",0,0,0,0,1147,730+,1,3,6,85,0,0,1,15,32,3,3,0,1,0,1,0,0,0
1517,full_active,0,0,0,8,"(0,10]",1,"[1,10)",0,0,133,91-180,0,1,24,857,0,0,0,11,125,6,3,0,0,0,0,0,0,0
1518,full_active,0,0,0,9,"(0,10]",4,"[1,10)",0,0,318,181-365,1,1,21,732,0,0,0,21,308,5,2,0,0,0,0,0,0,0
1519,full_active,0,0,0,23,"(10,50]",1,"[1,10)",0,0,99,61-90,1,2,23,740,,3,2,31,2,0,0,0,1,0,0,0,0,0
1520,full_active,0,0,0,79,"(50,100]",8,"[1,10)",1,"[1,5)",219,181-365,1,5,17,642,2,0,0,18,50,6,2,0,0,0,0,0,0,0
1521,full_active,0,0,1,37,"(10,50]",31,"[10,100)",3,"[1,5)",876,730+,0,3,11,496,0,0,0,5,119,1,3,0,0,1,0,0,0,0
1522,full_active,0,0,0,87,"(50,100]",6,"[1,10)",3,"[1,5)",309,181-365,0,6,8,151,1,0,0,13,128,3,2,0,1,0,0,0,0,0
1523,full_active,0,0,0,0,0,1,"[1,10)",0,0,358,181-365,0,1,8,159,0,0,1,6,35,5,0,0,0,0,0,0,0,0
1524,high_active,0,0,0,27,"(10,50]",0,0,0,0,168,91-180,0,2,25,1028,0,0,1,19,54,4,0,0,0,0,0,0,0,0
1525,full_active,0,0,0,25,"(10,50]",6,"[1,10)",0,0,282,181-365,0,4,8,288,1,0,1,8,275,5,2,0,0,0,0,0,0,0
1526,full_active,0,0,1,196,"(150,250]",7,"[1,10)",4,"[1,5)",223,181-365,1,2,25,1002,2,0,1,20,58,5,2,0,0,0,0,0,0,0
1527,full_active,0,0,0,57,"(50,100]",2,"[1,10)",1,"[1,5)",137,91-180,1,4,25,1019,0,9,2,27,250,0,0,0,0,0,0,0,0,0
1528,full_active,0,0,0,40,"(10,50]",1,"[1,10)",1,"[1,5)",225,181-365,0,4,17,681,1,0,0,21,285,1,2,0,0,0,0,0,0,0
1529,full_active,0,0,0,25,"(10,50]",8,"[1,10)",0,0,121,91-180,0,3,8,242,3,0,1,39,150,6,2,0,1,0,0,0,0,0
